id,x,y,town, type, data
161,-564539,-1.20235e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19847,
162,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,18771,18772,
163,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,7167,7168,7169,7170,
164,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,12297,12298,
165,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,9862,9863,
166,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8480,
167,-564531,-1.20237e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8262,8263,8264,
168,-563887,-1.20227e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23996,
169,-563887,-1.20227e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23480,23481,23482,
170,-563887,-1.20227e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5383,
171,-563887,-1.20227e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10333,
172,-563887,-1.20227e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7923,7924,7925,
173,-564514,-1.20243e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,12875,12876,
174,-564304,-1.20241e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,17581,
175,-564473,-1.20252e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20614,20615,20616,20617,
176,-564473,-1.20252e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23350,23351,23352,
177,-564473,-1.20252e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21424,21425,21426,
178,-564470,-1.20253e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14487,
179,-564467,-1.20255e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,16880,16881,16882,
180,-564467,-1.20255e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,22238,
181,-564455,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8130,8131,
182,-564455,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20179,20180,20181,20182,
183,-564451,-1.20259e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19700,
184,-564451,-1.20259e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8364,8365,8366,8367,
185,-564438,-1.20263e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,7356,7357,
186,-564434,-1.20264e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5455,
187,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,4580,
188,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,18398,18399,18400,18401,18402,
189,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,8903,
190,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,23310,23311,23312,
191,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,1201,1202,
192,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3356,3357,
193,-564432,-1.20265e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3225,3226,
194,-564110,-1.2016e+06,Ho,,appartment, familyhouse,1,nhouseholds,2,,h1,23829,23830,,h2,490,491,
195,-563906,-1.20114e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3050,3051,3052,
196,-564399,-1.20283e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,16921,
197,-564362,-1.20302e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9302,
198,-562902,-1.20164e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9255,
199,-564378,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,10226,
200,-564378,-1.20308e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,15626,
201,-564655,-1.20287e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13584,13585,13586,
202,-564550,-1.20297e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3277,3278,3279,3280,3281,
203,-564550,-1.20297e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14761,14762,
204,-564556,-1.20296e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1443,1444,1445,1446,
205,-564563,-1.20296e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,219,220,
206,-564618,-1.2029e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15845,15846,
207,-564644,-1.20288e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20910,20911,20912,
208,-564644,-1.20288e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,2530,2531,
209,-564760,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,1059,1060,
210,-564597,-1.20292e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5970,5971,5972,5973,
211,-564004,-1.20337e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10752,
212,-564002,-1.20247e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10076,10077,
213,-564558,-1.20289e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13965,
214,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19193,
215,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13414,13415,
216,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3299,3300,3301,3302,
217,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,14792,14793,14794,
218,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,16197,16198,
219,-564420,-1.20257e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,10830,10831,
220,-564568,-1.20287e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3823,
221,-564580,-1.20284e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,22875,
222,-563069,-1.20176e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,15059,15060,15061,
223,-564253,-1.2026e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,6585,
224,-564624,-1.2029e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,5261,5262,
225,-563684,-1.19925e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19533,19534,
226,-563684,-1.19925e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4450,4451,4452,4453,
227,-563956,-1.20353e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4503,4504,4505,4506,
228,-564283,-1.20193e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,12282,12283,12284,
229,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,14031,14032,14033,14034,
230,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,1983,1984,1985,
231,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,14105,
232,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3543,3544,3545,3546,
233,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,3292,
234,-564569,-1.20217e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,20705,20706,
235,-564111,-1.20189e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,16354,
236,-564111,-1.20189e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,3150,3151,3152,3153,
237,-564095,-1.20254e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4714,4715,4716,4717,
238,-565021,-1.20277e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,21883,
239,-564324,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,8883,8884,
240,-564324,-1.20273e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,9130,9131,
241,-563980,-1.20268e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,6766,6767,
242,-563972,-1.20354e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,6159,
243,-563930,-1.2034e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,4487,4488,4489,4490,
244,-564160,-1.20313e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,20762,20763,
245,-564272,-1.20312e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,6732,6733,6734,
246,-564950,-1.20113e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,19207,19208,
247,-564950,-1.20113e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,218,
248,-564950,-1.20113e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,5266,5267,
249,-564950,-1.20113e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,6401,6402,
250,-564950,-1.20113e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,18052,
251,-564315,-1.2022e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13301,13302,
252,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,22220,22221,22222,
253,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2917,2918,
254,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,15287,15288,
255,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,16860,16861,
256,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,5794,5795,5796,5797,
257,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,13452,
258,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,21460,
259,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,4253,4254,4255,4256,
260,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,14276,14277,14278,
261,-564003,-1.20256e+06,Ho,,appartment, familyhouse,0,nhouseholds,1,,h1,2102,2103,
262,-563985,-1.20272e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,23103,23104,
263,-563892,-1.20215e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,13743,
264,-564607,-1.20292e+06,Ho,,appartment, familyhouse,1,nhouseholds,1,,h1,19106,19107,19108,
